X.Chr01.	X.6e.05.	X.mue0_bic1.	X.54.	X..0.0624889687553513.	X.0.00134960993046858.	X.0.451268699039781.	X.0.37037037037037.	X.0.0603648033506831.	X.83.	X.0.336330492177945.
Chr01	6e+05	mue0_bic1	54	-0.0624889687553513	0.00134960993046858	0.451268699039781	0.37037037037037	0.0603648033506831	83	0.336330492177945
Chr01	7e+05	mue0_bic1	25	-0.228418661005629	0.0227689423107495	0.213480024180507	0.0416666666666667	0.0198299933960963	24	0.299314096427272
Chr01	8e+05	mue0_bic1	30	-0.152892290146715	0.0163116870454644	0.804175399664361	0.933333333333333	0.0300726161357194	39	0.236702673619297
Chr01	9e+05	mue0_bic1	30	-0.105598476372587	0.0120669709232709	0.809756772654215	0.881034482758621	0.0878891343349419	23	0.190075235243849
Chr01	1e+06	mue0_bic1	43	0.0932204062564975	0.012474006209935	0.493392140084596	0.5	0.139446859343517	2	0.165034609940771
Chr01	1100000	mue0_bic1	38	-0.20517676888817	0.0453146098684198	0.560428753879506	0.5	0.0671813688936792	4	0.190579455316042
Chr01	1200000	mue0_bic1	54	-0.0610882788335985	0.0166541460758594	0.939965402380999	0.962264150943396	0.17739802374354	12	0.0935973864552966
Chr01	1300000	mue0_bic1	52	0.132820296725894	0.0236234874976674	0.662196480389989	0.682692307692308	0.0752923013129405	0	0.170867497076062
Chr01	1600000	mue0_bic1	137	0.0196828357295342	0.00340032389331595	0.932832229282877	0.946969696969697	0.203036099996672	9	0.0667412816251502
Chr01	1700000	mue0_bic1	113	-0.0311522117631629	0.0140475787888814	0.967836898739226	0.977064220183486	0.251401080901421	6	0.0519702930633214
Chr01	1800000	mue0_bic1	172	-0.0418324050782667	0.0261588486537745	0.97000209435081	0.97953216374269	0.150363536175199	4	0.0511411558581865
Chr01	1900000	mue0_bic1	151	-0.073827317799671	0.0378513947670096	0.935675125555995	0.956375838926175	0.088878841727977	7	0.0750314198081639
Chr01	2e+06	mue0_bic1	64	0.0673980233968529	0.0190974853876672	0.727197495231221	0.733870967741935	0.192919501076037	3	0.0964330903396388
Chr01	2700000	mue0_bic1	30	0.0893264258955399	0.0164639466121027	0.564182399226187	0.533333333333333	0.176084587916284	0	0.137651199641823
Chr01	3200000	mue0_bic1	48	0.121222553523508	0.0333336957390739	0.756691733649718	0.819148936170213	0.0993505591537865	2	0.131283066489263
Chr01	3300000	mue0_bic1	58	0.0878570544540094	0.0174407026921774	0.329709137233748	0.293103448275862	0.200039904095301	7	0.131541159918301
Chr01	3400000	mue0_bic1	65	0.014389871072131	0.00206465356092674	0.888224757067593	0.8984375	0.238501546417314	3	0.062618163439416
Chr01	3600000	mue0_bic1	108	-0.161160992007515	0.0172516090179181	0.762285514470292	0.883177570093458	0.0116395103874116	75	0.242611926403241
Chr01	3700000	mue0_bic1	29	0.029440982665287	0.00523961572445308	0.840239905695797	0.844827586206897	0.24550605336546	0	0.0804210244138706
Chr01	3800000	mue0_bic1	33	0.0433025078375611	0.0054637539581994	0.750237536680954	0.766666666666667	0.193207780665123	0	0.115833585504294
Chr01	3900000	mue0_bic1	128	0.0462819625736565	0.0023423179248814	0.849359582440348	0.94921875	0.0123755218565385	35	0.189084471321595
Chr01	4e+06	mue0_bic1	22	-0.00579811468084358	5.22497447191916e-05	0.626027580977456	0.590909090909091	0.185525424702951	5	0.158603122158842
Chr01	4100000	mue0_bic1	35	0.12433083604782	0.057502616440136	0.88415040479119	0.90625	0.209090012352458	5	0.102518458823065
Chr01	4200000	mue0_bic1	47	0.0942491427930841	0.048405346304552	0.90136567818668	0.923913043478261	0.204348724815885	5	0.0847027988288598
Chr01	4300000	mue0_bic1	31	0.0162699009173048	0.000211997405056873	0.531343042065475	0.456521739130434	0.0821922895816118	0	0.220946259389913
Chr01	4600000	mue0_bic1	27	0.483577917778637	0.111519412199146	0.40424650139626	0.36	0.140574040472679	12	0.286324323206474
Chr01	4800000	mue0_bic1	140	0.0333996390511261	0.0193234005342111	0.977033429207385	0.985507246376812	0.196892601970491	5	0.0475080290312504
Chr01	5100000	mue0_bic1	40	0.0437369536032805	0.00646753624836337	0.783845205846699	0.779352226720648	0.14241556190963	0	0.1075340770569
Chr01	5300000	mue0_bic1	41	-0.0633052749942611	0.00376962716485547	0.172222842605696	0.0897435897435898	0.0611970520222834	15	0.203872063291488
Chr01	5600000	mue0_bic1	52	0.0232010495240802	0.000647167512261773	0.637873729424052	0.700603318250377	0.0560928339847931	2	0.180329299254167
Chr01	5700000	mue0_bic1	31	-0.00585713790913363	0.000190483234482256	0.689125385969322	0.696428571428572	0.251784670129438	0	0.0839120032262734
Chr01	5900000	mue0_bic1	49	0.279177020376827	0.061166860708826	0.407538873404961	0.371794871794872	0.094392424245059	20	0.223197121693863
Chr01	6e+06	mue0_bic1	78	0.0260413399468757	0.00440864898800585	0.777592652817743	0.794520547945206	0.218619289377627	4	0.0775492467187737
Chr01	6100000	mue0_bic1	90	-0.027255808603545	0.00331821992609419	0.500543130908661	0.505952380952381	0.182193287679881	1	0.093556400666725
Chr01	6200000	mue0_bic1	24	0.626137250303298	0.226476802799005	0.276344137420742	0.166666666666667	0.0225444497129005	0	0.260150519062524
Chr01	6300000	mue0_bic1	28	0.751497216734369	0.315353506913859	0.459287769183674	0.555555555555556	0.0504887278627639	1	0.264603486162173
Chr01	6400000	mue0_bic1	79	0.0147698225297629	0.00378279239716948	0.0611272507407061	0.0522388059701493	0.193229770386203	1	0.0474827694038563
Chr01	6500000	mue0_bic1	27	0.350518668568384	0.0943266031211695	0.351302869928434	0.275	0.0816168518227883	0	0.225663372158285
Chr01	6600000	mue0_bic1	46	0.719648050840188	0.189517992665455	0.575435872578542	0.478260869565218	0.0231457644325707	76	0.326860128655847
Chr01	6700000	mue0_bic1	96	0.72491617523025	0.184818065190294	0.618913757965782	0.489583333333333	0.00329460591979858	103	0.333413053099008
Chr01	6800000	mue0_bic1	24	0.721362406244685	0.189495350888013	0.350307734529612	0.152173913043478	0.0224417491194335	15	0.327658352624171
Chr01	6900000	mue0_bic1	64	0.890210864912859	0.292633419645483	0.578188238289769	0.714285714285715	0.0232675085620144	97	0.325385313647533
Chr01	7100000	mue0_bic1	29	0.0091699413341593	0.000221410584032167	0.278859248267639	0.291666666666667	0.248544136698361	0	0.121852483830323
Chr01	8e+06	mue0_bic1	40	0.0871967945904726	0.0358674763968871	0.159836529384787	0.15	0.223329255993163	0	0.0910368301541731
Chr01	8100000	mue0_bic1	49	-0.0504035933920947	0.0292812736226279	0.0790436296449903	0.0638297872340425	0.234477455965739	0	0.0582416319734159
Chr01	8200000	mue0_bic1	268	-0.126600023943649	0.079487942590654	0.158777440758566	0.12781954887218	0.0571885987217262	7	0.0887871626358393
Chr01	8300000	mue0_bic1	368	-0.130729119498209	0.145151525543907	0.0885876093168333	0.0628415300546447	0.0291785007204601	26	0.0678466723000724
